"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-06-06 ~ 2025-06-05"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 광주광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"12117","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","40.0097","202408","26","8,376","-","6","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12118","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","40.0097","202408","26","8,376","-","7","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12119","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","40.0097","202408","26","8,376","-","6","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12120","광주광역시 광산구 월계동","756-3","0756","0003","첨단선경","92.7800","202408","26","23,500","105","1","개인","개인","1997","첨단중앙로181번길 42-25","-","중개거래","광주 광산구","24.10.29"
"12121","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","19.4101","202408","26","4,069","-","5","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12122","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","19.4101","202408","26","4,069","-","5","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12123","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","19.4101","202408","26","4,069","-","4","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12124","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","19.4101","202408","26","4,069","-","4","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12125","광주광역시 광산구 소촌동","69-3","0069","0003","대덕무지개","59.8800","202408","26","9,200","601","6","개인","개인","1993","금봉로 36","-","중개거래","광주 광산구","24.10.10"
"12126","광주광역시 북구 신용동","643-1","0643","0001","용두주공","59.9900","202408","26","15,000","121","7","개인","개인","1998","임방울대로1041번길 15","-","중개거래","광주 북구","24.09.26"
"12127","광주광역시 북구 신용동","869","0869","0000","힐스테이트신용더리버","84.9400","202408","26","40,000","118동","12","개인","개인","2024","빛고을대로 615","-","직거래","-","24.09.23"
"12128","광주광역시 광산구 신가동","961-1","0961","0001","호반리젠시빌2차","84.0624","202408","26","29,500","203","2","개인","개인","2001","수등로 205","-","중개거래","광주 광산구","24.09.10"
"12129","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","25.4468","202408","26","5,086","-","10","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12130","광주광역시 광산구 월곡동","685-1","0685","0001","운남주공10단지","75.9900","202408","26","22,900","1001","2","개인","개인","2003","사암로340번길 30","-","중개거래","광주 광산구","24.10.10"
"12131","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","40.0097","202408","26","8,376","-","10","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12132","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","40.0097","202408","26","8,376","-","10","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12133","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","40.0097","202408","26","8,376","-","9","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12134","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","40.0097","202408","26","8,376","-","9","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12135","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","40.0097","202408","26","8,376","-","8","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12136","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","40.0097","202408","26","8,376","-","8","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12137","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","40.0097","202408","26","8,376","-","8","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12138","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","25.4468","202408","26","5,086","-","3","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12139","광주광역시 광산구 장덕동","1043","1043","0000","수완지구호반베르디움2차","84.9462","202408","26","46,000","206","10","개인","개인","2013","풍영로329번길 19","-","중개거래","광주 광산구","24.10.11"
"12140","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","19.4101","202408","26","4,069","-","4","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12141","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","19.4101","202408","26","4,069","-","4","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12142","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","19.4101","202408","26","4,069","-","4","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12143","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","19.4101","202408","26","3,949","-","3","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12144","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","19.4101","202408","26","3,949","-","3","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12145","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","19.4101","202408","26","3,949","-","3","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12146","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","19.4101","202408","26","3,949","-","3","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12147","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","19.4101","202408","26","3,949","-","3","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12148","광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","84.9276","202408","26","37,900","101","11","개인","개인","2020","금봉로 106","-","중개거래","광주 광산구","24.10.31"
"12149","광주광역시 광산구 우산동","1571-1","1571","0001","하남주공(2단지)","44.5200","202408","26","8,700","-","14","개인","개인","1991","월곡산정로 12","-","중개거래","광주 광산구","-"
"12150","광주광역시 광산구 우산동","1588-1","1588","0001","우산동동부센트레빌","84.9220","202408","26","33,800","101동","3","개인","개인","2019","무진대로 279","-","중개거래","광주 광산구","24.09.06"
"12151","광주광역시 광산구 우산동","1625","1625","0000","쌍용더플래티넘광산","84.9784","202408","26","40,000","111동","11","개인","개인","2021","우산로107번길 67","-","직거래","-","24.08.29"
"12152","광주광역시 광산구 우산동","1572-2","1572","0002","하남우미","49.1400","202408","26","9,500","104","4","개인","개인","1992","월곡산정로 40","-","중개거래","광주 광산구","24.09.25"
"12153","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","25.4468","202408","26","5,086","-","4","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12154","광주광역시 광산구 월계동","879-4","0879","0004","첨단더리안","25.4468","202408","26","5,086","-","8","법인","법인","2016","첨단중앙로106번길 65-12","-","직거래","-","24.09.11"
"12155","광주광역시 광산구 쌍암동","695-1","0695","0001","힐스테이트리버파크","84.9500","202408","26","63,500","102동","5","개인","개인","2019","첨단강변로 100","-","중개거래","광주 광산구","25.02.03"
"12156","광주광역시 광산구 산월동","886-2","0886","0002","부영사랑으로7차","84.9931","202408","25","35,000","1301","6","개인","개인","2007","산월로 80","-","중개거래","광주 광산구","24.12.20"
"12157","광주광역시 광산구 신창동","1118","1118","0000","신창3차호반베르디움","84.6574","202408","25","32,000","304","3","개인","개인","2005","신창로161번길 19","-","중개거래","광주 광산구","24.09.13"
"12158","광주광역시 북구 신용동","737","0737","0000","광주첨단2지구사랑으로부영","60.4624","202408","25","25,800","106","8","개인","개인","2013","첨단연신로 166","-","중개거래","광주 북구","24.10.11"
"12159","광주광역시 광산구 수완동","970","0970","0000","해솔마을대방노블랜드2차","84.9382","202408","25","57,200","201","9","개인","개인","2011","임방울대로358번길 21","-","중개거래","광주 광산구","25.03.07"
"12160","광주광역시 광산구 쌍암동","695-1","0695","0001","힐스테이트리버파크","84.9400","202408","25","63,500","103동","5","개인","개인","2019","첨단강변로 100","-","중개거래","광주 광산구","24.10.11"
"12161","광주광역시 광산구 수완동","975","0975","0000","대주피오레6단지","84.8453","202408","25","58,500","602","3","개인","개인","2009","수완로73번길 40","-","중개거래","광주 광산구","24.11.29"
"12162","광주광역시 광산구 월계동","756-3","0756","0003","첨단선경","92.7800","202408","25","23,000","106","1","개인","개인","1997","첨단중앙로181번길 42-25","-","중개거래","광주 광산구","24.10.04"
"12163","광주광역시 북구 일곡동","850-4","0850","0004","청솔2차","48.4500","202408","25","8,700","202","3","개인","개인","2000","설죽로 555","-","중개거래","광주 북구","24.09.30"
"12164","광주광역시 서구 금호동","770-1","0770","0001","호반리젠시빌3차","84.7555","202408","25","29,000","307","11","개인","개인","2001","금화로149번길 11","-","중개거래","광주 서구","24.08.26"
"12165","광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","84.9490","202408","25","50,500","102","21","개인","개인","2020","경양로 234","-","중개거래","광주 동구","24.11.29"
"12166","광주광역시 서구 쌍촌동","452-22","0452","0022","일신","59.8700","202408","25","18,080","103","13","개인","개인","1998","월드컵4강로 137","-","중개거래","광주 서구","25.02.17"
"12167","광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","59.9055","202408","25","36,600","118","16","개인","개인","2020","경양로 234","-","중개거래","광주 남구, 광주 동구","24.10.21"
"12168","광주광역시 북구 각화동","587","0587","0000","각화골드클래스","84.9528","202408","25","36,000","102동","4","개인","개인","2017","각화대로69번길 16","-","중개거래","광주 북구","24.11.25"
"12169","광주광역시 북구 각화동","608","0608","0000","각화센트럴파크서희스타힐스","84.9796","202408","25","43,500","104동","36","개인","개인","2020","동문대로249번길 19","-","중개거래","광주 북구","24.09.11"
"12170","광주광역시 북구 각화동","608","0608","0000","각화센트럴파크서희스타힐스","72.9796","202408","25","35,500","103동","37","개인","개인","2020","동문대로249번길 19","-","중개거래","광주 북구","24.08.30"
"12171","광주광역시 서구 금호동","1112","1112","0000","금호지구대광로제비앙","84.8726","202408","24","50,000","108동","3","개인","개인","2022","금호심곡길 21","-","중개거래","광주 광산구","24.10.28"
"12172","광주광역시 서구 치평동","1168-11","1168","0011","대주","59.9550","202408","24","23,500","101","10","개인","개인","1998","상무공원로 94","-","중개거래","광주 서구","24.08.28"
"12173","광주광역시 서구 치평동","1159","1159","0000","상무1차우미","59.8800","202408","24","16,900","103","9","개인","개인","1998","상무공원로 35","-","중개거래","광주 서구","24.09.30"
"12174","광주광역시 서구 치평동","1166-7","1166","0007","호반","59.9100","202408","24","20,500","-","14","개인","개인","1998","상무공원로 128","20241101","중개거래","광주 서구","-"
"12175","광주광역시 서구 풍암동","1057","1057","0000","현대","59.9500","202408","24","14,200","제104","20","개인","개인","2000","풍암순환로 70","-","중개거래","광주 서구","24.09.30"
"12176","광주광역시 서구 풍암동","1057","1057","0000","현대","59.9500","202408","24","15,300","제105","16","개인","개인","2000","풍암순환로 70","-","중개거래","광주 서구","24.10.07"
"12177","광주광역시 동구 월남동","638","0638","0000","월남호반베르디움2차","59.9711","202408","24","22,300","206","16","개인","개인","2016","남문로 307","-","중개거래","광주 광산구, 광주 동구","24.10.21"
"12178","광주광역시 남구 행암동","604","0604","0000","효천남해오네뜨1단지","84.9500","202408","24","35,200","106","12","개인","개인","2014","효우2로 21","-","중개거래","광주 남구","24.09.02"
"12179","광주광역시 북구 동림동","298","0298","0000","삼라마이다스","84.9810","202408","24","22,500","-","2","개인","개인","2005","동운로 141","20240923","중개거래","광주 북구","-"
"12180","광주광역시 북구 동림동","298","0298","0000","삼라마이다스","84.9492","202408","24","22,650","102","8","개인","개인","2005","동운로 141","-","중개거래","광주 북구","24.09.06"
"12181","광주광역시 북구 동림동","645","0645","0000","삼익","52.8900","202408","24","8,700","113","15","개인","개인","1996","유림로 175","-","중개거래","광주 북구","24.09.26"
"12182","광주광역시 북구 동림동","1147-1","1147","0001","동림푸른주공3","59.9900","202408","24","14,000","304","4","개인","개인","1997","북문대로242번길 11","-","중개거래","광주 북구","24.09.11"
"12183","광주광역시 북구 동림동","298","0298","0000","삼라마이다스","84.9810","202408","24","22,500","-","2","개인","개인","2005","동운로 141","20240923","중개거래","광주 북구","-"
"12184","광주광역시 북구 동림동","298","0298","0000","삼라마이다스","84.9810","202408","24","22,500","103","2","개인","개인","2005","동운로 141","-","중개거래","광주 북구","24.10.04"
"12185","광주광역시 북구 동림동","298","0298","0000","삼라마이다스","84.9810","202408","24","25,500","102","7","개인","개인","2005","동운로 141","-","중개거래","광주 북구","24.10.31"
"12186","광주광역시 남구 봉선동","985","0985","0000","라인광장1","59.9000","202408","24","16,600","107","6","개인","개인","1988","봉선중앙로 103","-","중개거래","광주 남구","24.10.08"
"12187","광주광역시 북구 각화동","594","0594","0000","힐스테이트각화","84.9442","202408","24","44,000","101동","8","개인","개인","2018","군왕로 295","-","중개거래","광주 북구","24.09.30"
"12188","광주광역시 북구 삼각동","533","0533","0000","삼각동그린타운","59.8200","202408","24","13,000","제103","4","개인","개인","1997","설죽로389번길 70","-","중개거래","광주 남구, 광주 북구","24.10.24"
"12189","광주광역시 남구 진월동","340","0340","0000","협진훼밀리","84.9900","202408","24","15,600","제102","11","개인","개인","1990","금당로3길 8-4","-","중개거래","광주 남구","24.10.21"
"12190","광주광역시 북구 운암동","1766","1766","0000","운암신성포레힐아파트","74.9900","202408","24","32,500","101동","10","개인","개인","2016","서강로 38","-","중개거래","광주 북구","24.10.31"
"12191","광주광역시 북구 운암동","364-1","0364","0001","운암동롯데캐슬1단지","122.2947","202408","24","42,300","104","5","개인","개인","2006","서강로54번길 11","-","중개거래","광주 북구","24.10.31"
"12192","광주광역시 북구 운암동","67","0067","0000","벽산블루밍메가씨티1단지","84.7489","202408","24","38,000","벽산 블루밍 메가씨티 102","5","개인","개인","2008","서강로54번길 55","-","중개거래","광주 북구","24.10.21"
"12193","광주광역시 서구 쌍촌동","452-22","0452","0022","일신","59.8700","202408","24","18,500","103","9","개인","개인","1998","월드컵4강로 137","-","중개거래","광주 서구","24.10.18"
"12194","광주광역시 서구 쌍촌동","452-22","0452","0022","일신","59.8700","202408","24","18,500","-","9","개인","개인","1998","월드컵4강로 137","20240824","중개거래","광주 서구","-"
"12195","광주광역시 북구 우산동","835","0835","0000","무등산자이앤어울림1단지","84.9596","202408","24","66,500","-","19","개인","개인","2022","서양로 155","20250318","중개거래","광주 북구","-"
"12196","광주광역시 북구 우산동","835","0835","0000","무등산자이앤어울림1단지","84.9596","202408","24","66,500","108","19","개인","개인","2022","서양로 155","-","중개거래","광주 북구","25.04.11"
"12197","광주광역시 서구 화정동","1295","1295","0000","화정동영무예다음","59.6134","202408","24","15,000","101","9","개인","개인","2003","화운로23번길 7-31","-","중개거래","광주 서구","24.09.10"
"12198","광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","84.9490","202408","24","50,500","106","12","개인","개인","2020","경양로 234","-","중개거래","광주 동구","24.10.31"
"12199","광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","75.9117","202408","24","45,300","114","8","개인","개인","2020","경양로 234","-","중개거래","광주 동구","24.12.02"
"12200","광주광역시 북구 오치동","866-2","0866","0002","공간","59.8300","202408","24","9,000","101","11","개인","개인","1994","천지인로 59-1","-","중개거래","광주 북구","24.11.21"
"12201","광주광역시 동구 용산동","747","0747","0000","무등산골드클래스2차","121.9226","202408","24","75,000","201","1","개인","개인","2022","남문로 589","-","중개거래","광주 동구","24.12.26"
"12202","광주광역시 동구 학동","1022","1022","0000","무등산아이파크","84.7496","202408","24","63,000","102동","28","개인","개인","2017","남문로753번길 20","-","중개거래","광주 동구","24.10.29"
"12203","광주광역시 북구 유동","141","0141","0000","금남로대광로제비앙","84.9878","202408","24","39,000","103동","26","개인","개인","2022","서림로 153","-","중개거래","광주 북구","24.11.21"
"12204","광주광역시 서구 금호동","787","0787","0000","중흥","59.4600","202408","24","16,700","104","16","개인","개인","2000","마재로 21","-","중개거래","광주 서구","24.09.23"
"12205","광주광역시 북구 문흥동","996-2","0996","0002","공간","59.9700","202408","24","12,500","101","2","개인","개인","1994","문산로 65","-","중개거래","광주 북구","24.10.14"
"12206","광주광역시 남구 방림동","62-27","0062","0027","금호맨션","59.7500","202408","24","11,500","101","6","개인","개인","1994","용대로 180-8","-","중개거래","광주 남구","24.09.06"
"12207","광주광역시 서구 광천동","895","0895","0000","e편한세상","113.7384","202408","24","57,000","123","3","개인","개인","2010","화운로 278","-","중개거래","광주 서구","24.10.17"
"12208","광주광역시 북구 신용동","737","0737","0000","광주첨단2지구사랑으로부영","60.4624","202408","24","26,250","107","20","개인","개인","2013","첨단연신로 166","-","중개거래","광주 북구","24.10.18"
"12209","광주광역시 광산구 우산동","1039-5","1039","0005","대덕","49.5000","202408","24","8,100","202","7","개인","개인","1991","사암로118번길 127-6","-","중개거래","광주 광산구","24.10.08"
"12210","광주광역시 북구 연제동","36-1","0036","0001","현대","129.7300","202408","24","23,000","105","9","개인","개인","1992","양일로 55","-","중개거래","광주 북구","24.08.30"
"12211","광주광역시 북구 연제동","1119","1119","0000","힐스테이트연제","84.9934","202408","24","48,000","110동","14","개인","개인","2020","양일1로 31","-","중개거래","광주 서구","24.10.25"
"12212","광주광역시 북구 연제동","1109","1109","0000","연제대광로제비앙","84.6216","202408","24","33,300","104","8","개인","개인","2014","양일1로 52","-","중개거래","광주 북구","24.12.30"
"12213","광주광역시 광산구 월곡동","613-1","0613","0001","금호타운","84.7200","202408","24","18,500","12","4","개인","개인","1991","월곡산정로 80","-","중개거래","광주 광산구","24.08.30"
"12214","광주광역시 광산구 산정동","1119","1119","0000","부영애시앙1차(산정셀트리움)","84.8198","202408","24","30,800","101","15","개인","개인","2008","목련로 42","-","중개거래","광주 광산구","24.08.30"
"12215","광주광역시 북구 신용동","863","0863","0000","첨단자이2차","84.9442","202408","24","41,200","205","12","개인","개인","2012","임방울대로 1020","-","중개거래","광주 북구","24.09.30"
"12216","광주광역시 북구 신용동","737","0737","0000","광주첨단2지구사랑으로부영","60.4624","202408","24","26,400","107","13","개인","개인","2013","첨단연신로 166","-","중개거래","광주 북구","24.10.04"
"12217","광주광역시 광산구 우산동","1572-2","1572","0002","하남우미","49.1400","202408","24","10,000","103","9","개인","개인","1992","월곡산정로 40","-","중개거래","광주 광산구","24.10.02"
"12218","광주광역시 광산구 신가동","1019-1","1019","0001","수동리안아파트","59.9500","202408","24","15,500","102","2","개인","개인","2002","수등로258번길 13","-","중개거래","광주 광산구","24.09.30"
"12219","광주광역시 광산구 신창동","1110","1110","0000","신창3차부영사랑으로","59.7480","202408","24","20,500","314","13","개인","개인","2006","신창로161번길 34","-","중개거래","광주 광산구","24.11.01"
"12220","광주광역시 광산구 선암동","549","0549","0000","광주선운지구이지더원3단지","72.6814","202408","24","37,400","302동","18","개인","개인","2016","선운로 55","-","중개거래","광주 광산구","24.12.02"
"12221","광주광역시 광산구 선암동","549","0549","0000","광주선운지구이지더원3단지","72.6814","202408","24","37,400","-","18","개인","개인","2016","선운로 55","20240920","중개거래","광주 광산구","-"
"12222","광주광역시 광산구 수완동","970","0970","0000","해솔마을대방노블랜드2차","84.9382","202408","24","57,300","204","3","개인","개인","2011","임방울대로358번길 21","-","중개거래","광주 광산구","24.10.31"
"12223","광주광역시 광산구 수완동","926","0926","0000","광주수완6차대방노블랜드","84.8545","202408","24","64,500","609","8","개인","개인","2013","왕버들로132번길 35","-","중개거래","광주 광산구","24.11.29"
"12224","광주광역시 광산구 우산동","1616","1616","0000","우산동중흥s-클래스리버티","84.9543","202408","24","38,000","106","13","개인","개인","2015","풍영철길로 20-20","-","중개거래","광주 광산구, 전남 나주시","24.11.19"
"12225","광주광역시 광산구 산월동","886-1","0886","0001","첨단부영6차","84.9931","202408","24","28,800","1209동","8","개인","개인","2006","산월로 64","-","중개거래","광주 광산구","24.11.07"
"12226","광주광역시 광산구 도산동","1281-5","1281","0005","서라","59.3100","202408","24","10,000","101","10","개인","개인","1997","남동길48번길 15","-","중개거래","광주 남구","24.10.21"
"12227","광주광역시 광산구 산월동","882-1","0882","0001","부영1차","84.9763","202408","23","24,700","106","4","개인","개인","2003","월계로 170","-","중개거래","광주 광산구","24.11.29"
"12228","광주광역시 광산구 산월동","885-3","0885","0003","부영그린타운","84.8512","202408","23","30,000","1102","9","개인","개인","2005","산월로 81","-","중개거래","광주 광산구","24.09.30"
"12229","광주광역시 광산구 운남동","781-1","0781","0001","운남주공8단지","59.4100","202408","23","19,800","815","17","개인","개인","2000","목련로153번길 143","-","중개거래","광주 광산구","24.10.31"
"12230","광주광역시 북구 연제동","1119","1119","0000","힐스테이트연제","84.9934","202408","23","45,700","116동","15","개인","개인","2020","양일1로 31","-","중개거래","광주 북구","25.01.17"
"12231","광주광역시 광산구 월계동","757-5","0757","0005","모아","95.3100","202408","23","28,000","102","2","개인","개인","1997","첨단중앙로181번길 6","-","직거래","-","24.08.27"
"12232","광주광역시 광산구 우산동","1039-5","1039","0005","대덕","49.5000","202408","23","6,970","202","1","개인","개인","1991","사암로118번길 127-6","-","중개거래","광주 광산구","24.08.30"
"12233","광주광역시 광산구 장덕동","1690","1690","0000","성덕마을대방노블랜드5차","126.2050","202408","23","79,000","502","19","개인","개인","2011","풍영로170번길 39-26","-","중개거래","광주 광산구, 광주 서구","24.11.15"
"12234","광주광역시 광산구 수완동","933","0933","0000","현진에버빌1단지","116.2700","202408","23","100,000","109","9","개인","개인","2009","장덕로 138","-","중개거래","광주 광산구","24.09.25"
"12235","광주광역시 광산구 우산동","1572-2","1572","0002","하남우미","49.1400","202408","23","12,400","102","8","개인","개인","1992","월곡산정로 40","-","중개거래","광주 광산구","24.09.23"
"12236","광주광역시 광산구 운남동","800","0800","0000","우방아이유쉘","84.9797","202408","23","44,000","104동","5","개인","개인","2015","임방울대로 154-24","-","중개거래","광주 광산구","24.10.31"
"12237","광주광역시 광산구 우산동","1621","1621","0000","세계수영선수촌 중흥에스-클래스 센트럴","84.9276","202408","23","40,600","101","18","개인","개인","2020","금봉로 106","-","중개거래","광주 광산구","24.11.08"
"12238","광주광역시 광산구 신가동","1048","1048","0000","신창6차호반베르디움","84.9429","202408","23","31,500","606","12","개인","개인","2005","신창로35번길 80","-","중개거래","광주 광산구","24.10.04"
"12239","광주광역시 광산구 신창동","1110","1110","0000","신창3차부영사랑으로","59.7480","202408","23","20,000","306","5","개인","개인","2006","신창로161번길 34","-","중개거래","광주 광산구","24.10.28"
"12240","광주광역시 광산구 산월동","884-1","0884","0001","호반리젠시빌2","84.3979","202408","23","28,000","312","8","개인","개인","2003","첨단중앙로68번길 100","-","중개거래","광주 광산구, 광주 북구","24.10.29"
"12241","광주광역시 광산구 신가동","1304","1304","0000","대방노블랜드","84.9366","202408","23","48,000","110","18","개인","개인","2009","수등로76번길 40","-","중개거래","광주 광산구","24.10.18"
"12242","광주광역시 북구 문흥동","971-1","0971","0001","현대","101.9250","202408","23","27,000","103","17","개인","개인","1994","대천로 195","-","직거래","-","24.08.28"
"12243","광주광역시 북구 문흥동","1010-1","1010","0001","광명","59.9650","202408","23","11,000","104","6","개인","개인","1994","천지인로173번길 22","-","중개거래","광주 북구","24.10.11"
"12244","광주광역시 남구 행암동","530","0530","0000","효천2지구중흥S-클래스","84.9933","202408","23","39,500","109","14","개인","개인","2015","효우로 332-11","-","직거래","-","24.09.11"
"12245","광주광역시 서구 금호동","741-1","0741","0001","금호시영1단지","49.8600","202408","23","13,780","103","3","개인","개인","1993","운천로 41","-","중개거래","광주 서구","24.09.23"
"12246","광주광역시 북구 풍향동","23-93","0023","0093","금성맨션","113.9200","202408","23","29,000","-","10","개인","개인","1984","군왕로18번길 21","-","직거래","-","24.08.28"
"12247","광주광역시 동구 계림동","1827","1827","0000","그랜드센트럴","75.9867","202408","23","47,000","114","15","개인","개인","2020","경양로 234","-","중개거래","광주 동구","24.11.08"
"12248","광주광역시 서구 화정동","1712","1712","0000","더샵염주센트럴파크","76.9341","202408","23","56,000","118","6","개인","개인","2022","월드컵4강로 27","-","중개거래","광주 서구","24.10.08"
"12249","광주광역시 남구 송하동","45-1","0045","0001","삼익","59.9700","202408","23","11,000","102","3","개인","개인","1997","서문대로556번길 6","-","중개거래","광주 동구","24.09.02"
"12250","광주광역시 서구 쌍촌동","1389","1389","0000","광천모아엘가","72.9746","202408","23","43,800","101동","33","개인","개인","2021","칠성로 89","-","중개거래","광주 서구","24.09.27"
"12251","광주광역시 북구 운암동","69","0069","0000","벽산블루밍메가씨티3단지","58.7079","202408","23","26,000","벽산 블루밍 메가씨티 306동","10","개인","개인","2008","북문대로 53","-","중개거래","광주 북구","24.10.21"
"12252","광주광역시 북구 운암동","1078-14","1078","0014","코아루렉시안","84.9961","202408","23","30,500","102","11","개인","개인","2009","북문대로187번길 14","-","중개거래","광주 북구","24.10.11"
"12253","광주광역시 남구 진월동","331-93","0331","0093","중흥","84.9300","202408","23","18,000","101","10","개인","개인","1992","서문대로749번마길 30","-","직거래","-","24.09.06"
"12254","광주광역시 북구 용봉동","976","0976","0000","중흥S클래스","84.8358","202408","23","29,800","105","17","개인","개인","2003","서하로106번길 25","-","중개거래","광주 광산구, 광주 북구","24.10.21"
"12255","광주광역시 남구 백운동","458","0458","0000","대흥백운스카이2","59.8500","202408","23","12,500","101","19","개인","개인","1996","백운로66번길 9","-","직거래","-","24.09.03"
"12256","광주광역시 서구 유촌동","864","0864","0000","버들마을","72.7800","202408","23","24,300","102","20","개인","개인","2000","상무버들로40번길 14","-","중개거래","광주 서구","24.10.02"
"12257","광주광역시 북구 각화동","471","0471","0000","금호타운1","72.6500","202408","23","16,000","2","15","개인","개인","1989","각화대로 33","-","직거래","-","24.09.20"
"12258","광주광역시 북구 각화동","608","0608","0000","각화센트럴파크서희스타힐스","72.9796","202408","23","36,900","105동","20","개인","개인","2020","동문대로249번길 19","-","중개거래","광주 북구","24.12.23"
"12259","광주광역시 남구 봉선동","1076","1076","0000","포스코더샵","107.2800","202408","23","92,000","109","4","개인","개인","2004","효사랑길 14","-","중개거래","광주 남구","24.09.30"
"12260","광주광역시 남구 노대동","827","0827","0000","송화레이크힐","84.6400","202408","23","30,700","510","10","개인","개인","2007","노대실로 33","-","중개거래","광주 남구","24.09.30"
"12261","광주광역시 북구 본촌동","3078","3078","0000","양산지구현진에버빌","84.9800","202408","23","34,250","103","2","개인","개인","2006","양산택지소로 20","-","중개거래","광주 북구","24.10.18"
