dong,area,rent_type,deposit,monthly_rent
광주광역시 서구 화정동,23.1449,월세,1500,40
광주광역시 서구 화정동,76.9612,전세,33000,0
광주광역시 남구 양림동,46.53,월세,2854,16
광주광역시 서구 농성동,59.8246,전세,18300,0
광주광역시 서구 화정동,84.9893,전세,30000,0
광주광역시 서구 화정동,115.185,전세,24000,0
광주광역시 북구 임동,39.986,월세,2000,65
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 서구 마륵동,119.7448,전세,40000,0
광주광역시 서구 마륵동,119.7448,전세,32000,0
광주광역시 북구 신안동,84.47,전세,12000,0
광주광역시 남구 노대동,84.64,전세,21000,0
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 남구 임암동,37.7,월세,568,24
광주광역시 남구 봉선동,31.41,월세,300,29
광주광역시 남구 진월동,59.4,월세,2000,45
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 북구 용봉동,59.85,월세,2000,45
광주광역시 광산구 도천동,59.76,전세,6300,0
광주광역시 광산구 쌍암동,19.1437,월세,300,38
광주광역시 광산구 송정동,39.52,월세,500,35
광주광역시 북구 오치동,44.52,월세,500,32
광주광역시 광산구 소촌동,59.965,월세,500,45
광주광역시 광산구 소촌동,59.9946,월세,2000,80
광주광역시 북구 신용동,60.4624,월세,14967,5
광주광역시 북구 신용동,60.4624,월세,2000,75
광주광역시 북구 신용동,84.6,전세,30000,0
광주광역시 북구 신용동,84.94,전세,30000,0
광주광역시 광산구 운남동,84.9895,월세,3000,100
광주광역시 광산구 우산동,84.922,전세,26000,0
광주광역시 북구 양산동,37.479,월세,500,40
광주광역시 북구 양산동,59.785,전세,11000,0
광주광역시 북구 양산동,59.785,전세,11000,0
광주광역시 북구 신용동,60.4624,월세,3000,70
광주광역시 북구 신용동,60.4624,월세,2000,75
광주광역시 북구 신용동,84.99,월세,2000,100
광주광역시 광산구 우산동,84.8136,전세,26000,0
광주광역시 광산구 우산동,49.72,전세,8500,0
광주광역시 광산구 우산동,20.7468,월세,300,35
광주광역시 광산구 선암동,66.96,월세,3000,80
광주광역시 광산구 선암동,78.0887,월세,10000,60
광주광역시 광산구 선암동,74.98,월세,7300,45
광주광역시 북구 매곡동,84.8492,월세,16000,45
광주광역시 북구 매곡동,121.586,월세,5000,100
광주광역시 북구 매곡동,84.8492,월세,16000,45
광주광역시 북구 문흥동,59.965,월세,1000,50
광주광역시 북구 문흥동,59.965,월세,1000,50
광주광역시 북구 용두동,84.9385,전세,24500,0
광주광역시 광산구 월계동,84.91,전세,16000,0
광주광역시 광산구 월계동,59.99,전세,11000,0
광주광역시 광산구 월계동,59.9747,전세,18700,0
광주광역시 북구 일곡동,84.985,월세,3000,70
광주광역시 광산구 쌍암동,19.69,월세,1000,31
광주광역시 광산구 쌍암동,36.72,월세,5815,8
광주광역시 북구 삼각동,59.82,월세,1000,50
광주광역시 북구 연제동,59.95,전세,9000,0
광주광역시 광산구 장덕동,39.25,월세,2055,12
광주광역시 광산구 장덕동,84.9178,전세,25000,0
광주광역시 광산구 운수동,36.56,월세,3605,21
광주광역시 북구 일곡동,84.99,전세,22000,0
광주광역시 북구 우산동,66.875,월세,6600,9
광주광역시 광산구 우산동,84.9543,월세,2000,90
광주광역시 광산구 장덕동,46.9,월세,2679,15
광주광역시 광산구 장덕동,84.9401,월세,5000,110
광주광역시 광산구 월계동,60,월세,1000,60
광주광역시 광산구 운남동,84.76,전세,18400,0
광주광역시 북구 운암동,58.0093,전세,16890,0
광주광역시 광산구 장덕동,39.96,월세,2055,12
광주광역시 광산구 장덕동,46.85,월세,2897,15
광주광역시 광산구 수완동,118.3,전세,55000,0
광주광역시 광산구 운남동,49.83,전세,15500,0
광주광역시 광산구 운남동,58.14,전세,11500,0
광주광역시 북구 용두동,72.9962,전세,22000,0
광주광역시 광산구 우산동,59.4918,전세,14850,0
광주광역시 광산구 신창동,84.9882,전세,27000,0
광주광역시 광산구 운남동,49.54,월세,1000,45
광주광역시 광산구 장덕동,59.64,월세,3955,25
광주광역시 북구 용두동,84.9821,월세,12500,50
광주광역시 광산구 송정동,61.9349,전세,15000,0
광주광역시 광산구 산월동,84.7886,전세,18000,0
광주광역시 북구 신용동,84.99,전세,28000,0
광주광역시 북구 신용동,60.4624,월세,3000,60
광주광역시 북구 용두동,84.928,월세,3000,100
광주광역시 북구 양산동,71.6592,전세,23000,0
광주광역시 북구 양산동,82.1661,전세,25000,0
광주광역시 북구 양산동,82.1661,전세,25000,0
광주광역시 광산구 쌍암동,36.72,월세,5622,8
광주광역시 북구 신용동,84.99,전세,30000,0
광주광역시 북구 신용동,51.44,월세,4674,10
광주광역시 광산구 쌍암동,84.9481,전세,37000,0
광주광역시 광산구 장덕동,59.64,월세,3955,25
광주광역시 북구 문흥동,59.965,전세,12000,0
광주광역시 북구 오치동,84.96,월세,9000,25
광주광역시 광산구 장덕동,59.64,월세,3955,25
광주광역시 광산구 우산동,84.9276,월세,10000,55
광주광역시 광산구 월곡동,59.78,월세,1000,50
광주광역시 북구 신안동,84.6318,전세,25700,0
광주광역시 서구 쌍촌동,84.9278,전세,20500,0
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 서구 쌍촌동,84.9278,전세,20500,0
광주광역시 서구 쌍촌동,84.9278,전세,20500,0
광주광역시 남구 주월동,59.67,전세,11700,0
광주광역시 서구 풍암동,59.955,전세,15000,0
광주광역시 동구 소태동,39.9979,월세,4526,26
광주광역시 서구 동천동,75.72,전세,26000,0
광주광역시 남구 주월동,84.369,전세,30000,0
광주광역시 남구 주월동,75.2124,전세,27500,0
광주광역시 서구 화정동,59.93,월세,1000,53
광주광역시 서구 화정동,76.9612,전세,30000,0
광주광역시 서구 화정동,76.9612,전세,33600,0
광주광역시 서구 화정동,19.7906,월세,300,38
광주광역시 서구 치평동,59.87,전세,18350,0
광주광역시 서구 유촌동,59.97,전세,15000,0
광주광역시 동구 선교동,84.953,월세,2000,85
광주광역시 동구 계림동,59.8997,전세,24000,0
광주광역시 서구 치평동,21.2585,전세,6000,0
광주광역시 남구 봉선동,65.5857,월세,4000,70
광주광역시 남구 봉선동,65.5857,월세,5000,60
광주광역시 남구 봉선동,65.287,월세,5000,58
광주광역시 남구 봉선동,84.96,전세,19635,0
광주광역시 남구 봉선동,84.73,전세,17000,0
광주광역시 남구 봉선동,84.96,전세,15000,0
광주광역시 남구 봉선동,41.47,월세,1000,40
광주광역시 남구 진월동,46.4076,전세,10500,0
광주광역시 서구 유촌동,59.97,전세,15000,0
광주광역시 동구 용산동,59.5439,전세,26000,0
광주광역시 서구 동천동,75.72,전세,26000,0
광주광역시 북구 유동,84.9878,전세,25500,0
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 남구 노대동,46.9,월세,3920,6
광주광역시 북구 유동,84.7468,전세,26000,0
광주광역시 서구 쌍촌동,84.9278,전세,20500,0
광주광역시 서구 쌍촌동,84.9278,전세,20500,0
광주광역시 서구 쌍촌동,84.9278,전세,20500,0
광주광역시 남구 봉선동,49.41,월세,2000,40
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 북구 중흥동,59.98,전세,28000,0
광주광역시 북구 중흥동,59.98,전세,28000,0
광주광역시 남구 방림동,84.882,월세,7000,70
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 남구 주월동,84.6079,전세,30000,0
광주광역시 북구 임동,16.8045,월세,1699,8
광주광역시 서구 동천동,39.65,월세,2139,11
광주광역시 동구 계림동,59.8997,전세,24000,0
광주광역시 북구 중흥동,59.98,전세,28000,0
광주광역시 서구 풍암동,59.28,월세,2000,60
광주광역시 북구 임동,16.8045,월세,1574,7
광주광역시 서구 화정동,51.44,월세,9000,20
광주광역시 서구 화정동,75.6415,월세,8683,10
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 동구 소태동,39.9979,월세,7004,14
광주광역시 서구 치평동,84.987,전세,38000,0
광주광역시 남구 봉선동,59.93,전세,10500,0
광주광역시 서구 치평동,17.1728,월세,300,38
광주광역시 남구 봉선동,84.7,전세,18000,0
광주광역시 서구 내방동,39.93,전세,8925,0
광주광역시 서구 광천동,84.8921,월세,5000,90
광주광역시 남구 봉선동,46.8,월세,10000,10
광주광역시 서구 내방동,49.94,월세,1000,50
광주광역시 동구 학동,39.9183,전세,24000,0
광주광역시 동구 학동,59.97,월세,2000,80
광주광역시 남구 임암동,84.9772,전세,30000,0
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 동구 소태동,39.9979,월세,7004,14
광주광역시 남구 봉선동,59.918,전세,9400,0
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 서구 화정동,51.44,전세,9500,0
광주광역시 북구 중흥동,84.92,전세,34000,0
광주광역시 남구 봉선동,59.93,전세,10500,0
광주광역시 북구 신용동,84.6,월세,3000,110
광주광역시 광산구 신가동,51.93,월세,3409,19
광주광역시 광산구 도산동,39.86,전세,6500,0
광주광역시 북구 풍향동,84.9833,전세,27300,0
광주광역시 북구 신용동,60.4624,전세,15704,0
광주광역시 광산구 장덕동,59.69,월세,3955,25
광주광역시 광산구 월계동,19.9836,월세,300,38
광주광역시 광산구 흑석동,84.9901,전세,27000,0
광주광역시 광산구 흑석동,51.93,월세,3470,18
광주광역시 광산구 운남동,84.28,월세,4000,80
광주광역시 광산구 선암동,29.73,월세,1126,9
광주광역시 북구 연제동,49.51,월세,922,11
광주광역시 북구 신용동,84.3616,월세,20028,6
광주광역시 광산구 운남동,39.99,월세,500,45
광주광역시 광산구 월계동,92.39,전세,17000,0
광주광역시 광산구 월계동,78.02,전세,11000,0
광주광역시 광산구 월계동,59.857,월세,1000,50
광주광역시 북구 삼각동,59.82,전세,11000,0
광주광역시 북구 일곡동,48.45,전세,8100,0
광주광역시 광산구 신가동,39.72,월세,2098,12
광주광역시 광산구 신가동,46.9,월세,2753,15
광주광역시 광산구 산월동,72.504,월세,3000,90
광주광역시 북구 운암동,84.9273,월세,3000,80
광주광역시 광산구 산월동,72.504,월세,5000,80
광주광역시 북구 신용동,60.4624,전세,15704,0
광주광역시 광산구 장덕동,59.69,월세,5455,16
광주광역시 광산구 장덕동,39.25,월세,1982,11
광주광역시 광산구 장덕동,59.69,월세,3955,25
광주광역시 북구 매곡동,59.95,전세,9900,0
광주광역시 북구 매곡동,59.95,전세,9900,0
광주광역시 북구 신용동,84.6,전세,19000,0
광주광역시 북구 오치동,45,전세,6750,0
광주광역시 북구 신용동,84.99,월세,3000,95
광주광역시 북구 양산동,49.77,전세,8800,0
광주광역시 광산구 신창동,59.748,월세,9766,12
광주광역시 광산구 신창동,84.9931,월세,4000,80
광주광역시 북구 신용동,84.3616,전세,24000,0
광주광역시 광산구 하남동,84.9817,월세,5000,110
광주광역시 광산구 하남동,84.8198,전세,23000,0
광주광역시 광산구 월곡동,60,전세,7433,0
광주광역시 광산구 월곡동,60,전세,6306,0
광주광역시 북구 중흥동,84.88,전세,34000,0
광주광역시 남구 행암동,74.95,전세,19000,0
광주광역시 서구 화정동,52.56,전세,9000,0
광주광역시 동구 산수동,94.58,전세,21000,0
광주광역시 서구 화정동,59.83,전세,15500,0
광주광역시 동구 산수동,84.9817,전세,24500,0
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 북구 임동,16.8045,월세,1699,8
광주광역시 북구 임동,84.9688,월세,5000,110
광주광역시 북구 동림동,84.9779,전세,28000,0
광주광역시 남구 진월동,40,전세,6000,0
광주광역시 서구 화정동,59.9828,월세,3000,90
광주광역시 서구 풍암동,59.79,월세,9500,5
광주광역시 동구 용산동,106.6583,전세,43000,0
광주광역시 동구 내남동,84.988,월세,20265,5
광주광역시 서구 화정동,84.97,월세,5000,105
광주광역시 서구 화정동,84.97,월세,5000,50
광주광역시 서구 화정동,185.78,전세,60000,0
광주광역시 북구 임동,16.8045,월세,1605,8
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 북구 용봉동,84.78,전세,15000,0
광주광역시 북구 용봉동,51.49,월세,2056,15
광주광역시 북구 용봉동,59.9879,월세,4000,70
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 북구 용봉동,51.95,월세,2075,15
광주광역시 남구 주월동,84.55,전세,17000,0
광주광역시 서구 내방동,39.93,전세,10000,0
광주광역시 서구 치평동,59.94,전세,13600,0
광주광역시 서구 화정동,84.97,전세,30450,0
광주광역시 서구 마륵동,84.9812,월세,5000,120
광주광역시 서구 화정동,59.83,전세,15500,0
광주광역시 북구 중흥동,84.88,전세,34000,0
광주광역시 서구 금호동,84.8215,전세,28000,0
광주광역시 광산구 우산동,70.7212,전세,17440,0
광주광역시 광산구 쌍암동,110.8773,전세,46000,0
광주광역시 북구 양산동,36.63,월세,1432,9
광주광역시 북구 양산동,37.83,전세,7000,0
광주광역시 북구 양산동,36.63,월세,1432,9
광주광역시 북구 양산동,84.93,월세,2000,70
광주광역시 북구 양산동,37.83,전세,6700,0
광주광역시 광산구 월계동,92.39,월세,3000,65
광주광역시 북구 신용동,46.74,월세,597,21
광주광역시 광산구 신창동,64.8142,전세,2500,0
광주광역시 광산구 선암동,36.56,월세,2101,8
광주광역시 북구 연제동,39.84,월세,1690,9
광주광역시 북구 연제동,49.51,월세,2422,11
광주광역시 광산구 소촌동,84.9216,전세,26000,0
광주광역시 광산구 신가동,84.9836,월세,5000,100
광주광역시 광산구 소촌동,84.439,월세,5000,55
광주광역시 광산구 우산동,84.9276,전세,25000,0
광주광역시 북구 연제동,39.84,월세,1690,9
광주광역시 북구 연제동,59.95,월세,9000,10
광주광역시 북구 문흥동,84.99,전세,16000,0
광주광역시 북구 문흥동,59.39,전세,9000,0
광주광역시 북구 연제동,39.84,월세,1690,9
광주광역시 광산구 신촌동,84.9181,월세,5500,40
광주광역시 광산구 도산동,70.9225,월세,3000,71
광주광역시 북구 용두동,84.9821,전세,25000,0
광주광역시 북구 연제동,59.95,전세,9000,0
광주광역시 광산구 신가동,59.64,월세,2256,9
광주광역시 광산구 신가동,84.9366,월세,3000,120
광주광역시 광산구 월계동,92.39,월세,3000,60
광주광역시 광산구 월계동,60,월세,1000,45
광주광역시 광산구 월계동,59.9451,월세,2650,53
광주광역시 광산구 송정동,59.84,월세,1000,45
광주광역시 광산구 쌍암동,74.79,전세,33000,0
광주광역시 북구 신용동,84.99,월세,5000,90
광주광역시 북구 신용동,60.4624,전세,15704,0
광주광역시 북구 신용동,84.9946,전세,30000,0
광주광역시 북구 신용동,36.37,월세,2170,7
광주광역시 북구 신용동,46.72,월세,2697,15
광주광역시 북구 신용동,84.99,월세,2000,100
광주광역시 광산구 쌍암동,19.1437,월세,300,38
광주광역시 광산구 운남동,37.67,전세,8000,0
광주광역시 광산구 우산동,70.7212,전세,17440,0
광주광역시 북구 문흥동,59.39,월세,9000,10
광주광역시 북구 문흥동,49.95,전세,9500,0
광주광역시 북구 신용동,84.99,전세,24300,0
광주광역시 북구 신용동,84.6,전세,25000,0
광주광역시 북구 신용동,84.94,전세,36000,0
광주광역시 북구 매곡동,58.68,월세,1500,40
광주광역시 북구 연제동,105.6416,월세,4000,95
광주광역시 광산구 산월동,84.9931,전세,18000,0
광주광역시 북구 신용동,84.99,전세,28000,0
광주광역시 광산구 송정동,35.036,월세,1500,16
광주광역시 북구 신용동,74.98,전세,23000,0
광주광역시 북구 각화동,39.9756,월세,6700,11
광주광역시 북구 연제동,59.9943,전세,22000,0
광주광역시 북구 각화동,39.9756,월세,6700,11
광주광역시 광산구 월계동,59.83,전세,12000,0
광주광역시 광산구 월계동,24.596,월세,1900,30
광주광역시 광산구 운남동,59.76,전세,11000,0
광주광역시 광산구 운남동,58.14,전세,13000,0
광주광역시 북구 운암동,84.98,전세,15500,0
광주광역시 북구 운암동,120.6054,월세,10000,100
광주광역시 북구 운암동,84.98,전세,15500,0
광주광역시 북구 일곡동,48.45,월세,9000,10
광주광역시 광산구 신가동,84.9173,전세,38000,0
광주광역시 북구 신용동,84.3616,월세,20028,6
광주광역시 북구 신용동,84.3616,월세,9682,56
광주광역시 북구 신용동,84.3616,전세,20941,0
광주광역시 광산구 운남동,59.76,전세,12500,0
광주광역시 광산구 운남동,49.83,월세,2000,45
광주광역시 북구 신용동,60.4624,월세,1000,75
광주광역시 북구 풍향동,36.1102,월세,3000,40
광주광역시 북구 신용동,84.99,전세,24900,0
광주광역시 북구 신용동,84.99,전세,28000,0
광주광역시 광산구 하남동,84.9966,전세,28000,0
광주광역시 광산구 월곡동,60,월세,6174,13
광주광역시 광산구 월곡동,60,전세,7433,0
광주광역시 광산구 월곡동,60,전세,7433,0
광주광역시 서구 치평동,59.87,월세,1000,75
광주광역시 서구 치평동,59.76,월세,3000,44
광주광역시 서구 금호동,59.76,전세,15000,0
광주광역시 남구 방림동,84.6746,월세,5000,90
광주광역시 북구 동림동,49.79,월세,1837,29
광주광역시 남구 양림동,59.99,월세,4622,25
광주광역시 남구 주월동,59.4,월세,1000,35
광주광역시 남구 주월동,84.6929,전세,35000,0
광주광역시 남구 주월동,123.4644,전세,30000,0
광주광역시 북구 신안동,84.3551,전세,24697,0
광주광역시 동구 학동,84.8412,전세,35000,0
광주광역시 북구 중흥동,84.88,월세,5000,110
광주광역시 남구 노대동,39.72,월세,2137,12
광주광역시 서구 쌍촌동,19.5438,월세,300,35
광주광역시 남구 백운동,51.88,월세,3434,20
광주광역시 남구 봉선동,34.2,월세,300,32
광주광역시 남구 봉선동,59.93,월세,9500,10
광주광역시 남구 노대동,46.9,월세,3194,11
광주광역시 남구 서동,84.9771,전세,12000,0
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 북구 용봉동,56.9432,전세,16080,0
광주광역시 북구 임동,16.8045,월세,1699,8
광주광역시 북구 임동,16.8045,월세,1699,8
광주광역시 북구 임동,16.8045,월세,1605,8
광주광역시 북구 임동,36.797,월세,3700,18
광주광역시 북구 임동,16.8045,월세,1699,8
광주광역시 북구 임동,16.8045,월세,1699,8
광주광역시 북구 임동,16.8045,월세,1699,8
광주광역시 북구 임동,39.986,전세,19665,0
광주광역시 북구 임동,16.8045,월세,1699,8
광주광역시 북구 임동,16.8045,월세,689,8
광주광역시 북구 임동,16.8045,월세,1389,7
광주광역시 서구 치평동,59.94,전세,15500,0
광주광역시 서구 치평동,59.9,전세,18000,0
광주광역시 서구 화정동,76.9612,전세,32000,0
광주광역시 서구 마륵동,84.6701,전세,32000,0
광주광역시 서구 동천동,46.22,월세,2540,14
광주광역시 서구 풍암동,59.95,전세,13500,0
광주광역시 서구 풍암동,59.95,전세,12500,0
광주광역시 서구 풍암동,59.46,월세,1000,55
광주광역시 서구 화정동,101.95,전세,39000,0
광주광역시 서구 치평동,59.955,전세,16200,0
광주광역시 서구 화정동,24.091,월세,500,43
광주광역시 서구 화정동,24.091,월세,500,43
광주광역시 서구 화정동,49.14,전세,7000,0
광주광역시 서구 화정동,84.98,월세,3000,90
광주광역시 남구 압촌동,84.997,전세,19280,0
광주광역시 동구 계림동,59.9048,전세,24000,0
광주광역시 서구 치평동,59.87,월세,1000,75
광주광역시 서구 치평동,59.76,월세,3000,44
광주광역시 남구 압촌동,84.9651,전세,21000,0
광주광역시 동구 계림동,39.8652,월세,800,70
광주광역시 동구 계림동,75.9867,전세,28000,0
광주광역시 남구 주월동,75.0659,월세,3000,90
광주광역시 남구 봉선동,59.83,월세,500,40
광주광역시 남구 봉선동,131.04,월세,3000,100
광주광역시 동구 월남동,78.2705,전세,24000,0
광주광역시 동구 학동,84.8412,전세,31150,0
광주광역시 서구 치평동,59.94,월세,1000,65
광주광역시 남구 진월동,40,월세,500,47
광주광역시 서구 광천동,84.8921,월세,12000,60
광주광역시 남구 압촌동,84.9651,전세,21000,0
광주광역시 광산구 우산동,84.9784,전세,30000,0
광주광역시 북구 신용동,84.94,월세,2000,100
광주광역시 북구 신용동,84.6,월세,3000,90
광주광역시 북구 신용동,84.6,월세,2000,105
광주광역시 북구 양산동,82.1661,전세,25000,0
광주광역시 북구 양산동,59.97,월세,1000,40
광주광역시 광산구 신창동,69.4646,전세,20000,0
광주광역시 북구 문흥동,59.39,월세,500,50
광주광역시 광산구 쌍암동,30.1942,월세,500,45
광주광역시 광산구 월계동,77.81,전세,16500,0
광주광역시 북구 본촌동,84.9976,전세,9000,0
광주광역시 광산구 월곡동,59.04,전세,11500,0
광주광역시 북구 용봉동,59.9879,전세,20000,0
광주광역시 서구 쌍촌동,59.36,월세,3000,50
광주광역시 남구 봉선동,84.73,월세,1500,65
광주광역시 남구 봉선동,84.9056,전세,50000,0
광주광역시 남구 봉선동,84.815,전세,48500,0
광주광역시 남구 봉선동,84.815,전세,48500,0
광주광역시 남구 봉선동,59.92,월세,1000,45
광주광역시 남구 봉선동,84.815,전세,48500,0
광주광역시 남구 봉선동,65.287,월세,1000,100
광주광역시 북구 동림동,82.4321,월세,7000,70
광주광역시 동구 계림동,84.949,전세,30000,0
광주광역시 동구 계림동,84.9669,전세,34100,0
광주광역시 동구 계림동,75.9867,전세,28000,0
광주광역시 동구 계림동,72.6919,전세,30500,0
광주광역시 동구 계림동,84.949,전세,30000,0
광주광역시 동구 계림동,113.8106,전세,29000,0
광주광역시 동구 계림동,72.6919,전세,30500,0
광주광역시 동구 계림동,62.9856,월세,5000,84
광주광역시 동구 계림동,84.949,전세,31000,0
광주광역시 서구 내방동,39.93,월세,500,40
광주광역시 남구 방림동,123.567,전세,39000,0
광주광역시 남구 방림동,123.567,전세,39000,0
광주광역시 동구 산수동,74.1309,월세,2000,80
광주광역시 동구 산수동,74.1309,월세,2000,80
광주광역시 동구 학동,84.8412,전세,34000,0
광주광역시 동구 학동,59.9066,전세,28000,0
광주광역시 남구 주월동,84.9399,전세,26500,0
광주광역시 남구 주월동,84.6428,전세,28500,0
광주광역시 남구 월산동,84.8942,월세,3000,100
광주광역시 북구 임동,84.9799,월세,5000,115
광주광역시 서구 풍암동,84.601,전세,33000,0
광주광역시 서구 화정동,84.9236,월세,3000,130
광주광역시 서구 화정동,84.98,월세,5000,120
광주광역시 서구 화정동,76.9341,전세,32000,0
광주광역시 서구 화정동,76.9612,전세,30450,0
광주광역시 서구 치평동,59.76,월세,1000,60
광주광역시 북구 용봉동,17.1207,월세,300,35
광주광역시 북구 용봉동,59.96,월세,5000,60
광주광역시 서구 쌍촌동,84.9,전세,22000,0
광주광역시 서구 마륵동,84.8109,월세,2000,130
광주광역시 서구 마륵동,84.6701,전세,32000,0
광주광역시 서구 농성동,19.7906,전세,5000,0
광주광역시 서구 농성동,84.9752,전세,35000,0
광주광역시 서구 광천동,70.7877,월세,3000,110
광주광역시 북구 신용동,84.77,월세,5000,90
광주광역시 광산구 송정동,39.52,전세,4500,0
광주광역시 광산구 송정동,59.91,월세,1000,45
광주광역시 광산구 월계동,19.9836,월세,500,35
광주광역시 광산구 월계동,59.97,전세,10000,0
광주광역시 광산구 월계동,84.83,월세,2000,58
광주광역시 광산구 월계동,60,월세,1000,48
광주광역시 광산구 쌍암동,19.1284,월세,300,35
광주광역시 광산구 쌍암동,40.9226,월세,2000,50
광주광역시 광산구 쌍암동,110.8773,월세,5000,200
광주광역시 광산구 흑석동,84.9684,전세,29300,0
광주광역시 북구 일곡동,59.915,월세,2000,57
광주광역시 북구 일곡동,48.45,전세,8500,0
광주광역시 북구 운암동,84.748,전세,19000,0
광주광역시 북구 운암동,81.2155,전세,27000,0
광주광역시 북구 운암동,84.8269,월세,3000,90
광주광역시 북구 운암동,84.7489,월세,10000,75
광주광역시 광산구 장덕동,84.9871,월세,10000,90
광주광역시 북구 문흥동,59.99,전세,10000,0
광주광역시 광산구 선암동,72.6814,전세,28000,0
광주광역시 광산구 선암동,72.6814,전세,28000,0
광주광역시 광산구 선암동,72.6814,전세,28000,0
광주광역시 광산구 산월동,84.9931,전세,21000,0
광주광역시 광산구 수완동,84.1244,전세,38000,0
광주광역시 북구 각화동,84.9796,전세,24000,0
광주광역시 북구 각화동,84.968,전세,26000,0
광주광역시 북구 양산동,37.479,월세,500,43
광주광역시 광산구 운남동,49.54,월세,1000,40
광주광역시 광산구 운남동,49.55,전세,12600,0
광주광역시 광산구 운남동,58.14,전세,13500,0
광주광역시 광산구 소촌동,84.439,월세,3000,65
광주광역시 광산구 우산동,59.61,월세,500,60
광주광역시 광산구 우산동,20.2006,월세,300,35
광주광역시 북구 매곡동,84.8488,전세,19000,0
광주광역시 광산구 신가동,84.884,전세,38000,0
광주광역시 북구 신용동,84.94,전세,28000,0
광주광역시 북구 신용동,84.99,전세,29000,0
광주광역시 북구 신용동,84.99,전세,26000,0
광주광역시 북구 신용동,84.6,전세,27000,0
광주광역시 북구 용두동,84.9385,전세,23000,0
광주광역시 북구 용두동,84.928,전세,25000,0
광주광역시 북구 용두동,84.9385,전세,23000,0
광주광역시 북구 운암동,59.82,전세,9900,0
광주광역시 북구 신용동,84.9751,전세,30000,0
광주광역시 북구 신용동,84.94,월세,3500,100
광주광역시 광산구 월계동,59.82,월세,5000,30
광주광역시 북구 용두동,72.9899,전세,21000,0
광주광역시 광산구 월계동,24.596,월세,1000,33
광주광역시 북구 용두동,84.928,월세,5000,85
광주광역시 북구 신용동,84.99,월세,5000,100
광주광역시 광산구 선암동,72.2197,월세,14623,15
광주광역시 광산구 선암동,82.2457,월세,4500,80
광주광역시 북구 신용동,84.99,월세,2000,105
광주광역시 북구 두암동,60,전세,8500,0
광주광역시 북구 두암동,41.85,전세,6000,0
광주광역시 광산구 우산동,44.52,전세,7400,0
광주광역시 북구 삼각동,44.51,월세,1000,36
광주광역시 광산구 신창동,84.7886,전세,21000,0
광주광역시 광산구 우산동,84.9276,전세,24150,0
광주광역시 북구 삼각동,59.82,전세,12500,0
광주광역시 북구 연제동,39.84,월세,1690,9
광주광역시 북구 신용동,84.6,전세,26000,0
광주광역시 광산구 소촌동,83.8351,전세,22660,0
광주광역시 북구 용두동,59.8814,전세,20000,0
광주광역시 광산구 장덕동,84.9401,월세,10000,80
광주광역시 광산구 장덕동,84.953,전세,26300,0
광주광역시 북구 신용동,84.99,월세,3000,100
광주광역시 북구 신용동,84.99,전세,25000,0
광주광역시 북구 신용동,84.9751,전세,30000,0
광주광역시 광산구 송정동,50.895,월세,500,45
광주광역시 광산구 월곡동,60,전세,7433,0
광주광역시 서구 화정동,60,전세,13000,0
광주광역시 서구 화정동,59.85,전세,12000,0
광주광역시 서구 풍암동,59.7,전세,16000,0
광주광역시 서구 풍암동,39.31,월세,1000,35
광주광역시 서구 풍암동,84.9996,전세,18000,0
광주광역시 서구 풍암동,84.9996,전세,18000,0
광주광역시 서구 풍암동,39.31,월세,1000,35
광주광역시 북구 신안동,84.3311,전세,24430,0
광주광역시 북구 중흥동,109.79,월세,10000,150
광주광역시 서구 마륵동,119.9945,전세,45000,0
광주광역시 남구 진월동,84.84,전세,13000,0
광주광역시 남구 진월동,59.76,전세,13500,0
광주광역시 서구 치평동,59.87,전세,20000,0
광주광역시 서구 치평동,19.2869,월세,300,38
광주광역시 북구 임동,39.986,월세,2000,60
광주광역시 남구 월산동,35.4784,전세,18225,0
광주광역시 동구 선교동,84.879,전세,22000,0
광주광역시 남구 주월동,43.5572,전세,9000,0
광주광역시 동구 학동,84.8412,전세,35000,0
광주광역시 서구 쌍촌동,59.82,월세,1000,55
광주광역시 동구 학동,125.95,전세,30000,0
